intens,Aki(s^-1),Acc,Ei(Ry),Ek(Ry),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""900bl""","=""3.3742e+02""",AAA,"=""0.74960060""","=""[0.998278095]""","=""2""","=""""","=""""","=""29""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""1000bl""","=""4.0224e+02""",AAA,"=""0.74960060""","=""[0.998191692]""","=""2""","=""""","=""""","=""28""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""900""","=""4.8261e+02""",AAA,"=""0.74960060""","=""[0.998095512]""","=""2""","=""""","=""""","=""27""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""1000""","=""5.8304e+02""",AAA,"=""0.74960060""","=""[0.997988023]""","=""2""","=""""","=""""","=""26""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""1300""","=""7.0963e+02""",AAA,"=""0.74960060""","=""[0.997867378]""","=""2""","=""""","=""""","=""25""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""1200bl""","=""8.7069e+02""",AAA,"=""0.74960060""","=""[0.997731342]""","=""2""","=""""","=""""","=""24""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""1300""","=""1.0777e+03""",AAA,"=""0.74960060""","=""[0.997577177]""","=""2""","=""""","=""""","=""23""","=""""","=""""",,"=""T8637""","=""L7400c29""",
"=""1400""","=""1.3467e+03""",AAA,"=""0.74960060""","=""[0.997401516]""","=""2""","=""""","=""""","=""22""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""1700""","=""1.7005e+03""",AAA,"=""0.74960060""","=""[0.997200168]""","=""2""","=""""","=""""","=""21""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""1700""","=""2.1719e+03""",AAA,"=""0.74960060""","=""[0.996967867]""","=""2""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""2000""","=""2.8093e+03""",AAA,"=""0.74960060""","=""[0.996697931]""","=""2""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""2300""","=""3.6851e+03""",AAA,"=""0.74960060""","=""[0.996381766]""","=""2""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""2300""","=""4.9101e+03""",AAA,"=""0.74960060""","=""[0.996008181]""","=""2""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""2800""","=""6.6583e+03""",AAA,"=""0.74960060""","=""[0.995562381]""","=""2""","=""""","=""""","=""16""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""3300""","=""9.2102e+03""",AAA,"=""0.74960060""","=""[0.995024479]""","=""2""","=""""","=""""","=""15""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""5000""","=""1.3032e+04""",AAA,"=""0.74960060""","=""[0.994367240]""","=""2""","=""""","=""""","=""14""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""6000""","=""1.8927e+04""",AAA,"=""0.74960060""","=""[0.993552563]""","=""2""","=""""","=""""","=""13""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""""","=""4.8748e+05""",AAA,"=""0.749598426045""","=""0.992525830454""","=""2p""","=""2P*""","=""1/2""","=""12d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""2.9828e+04""",AAA,"=""0.749598426045""","=""[0.9925258166]""","=""2p""","=""2P*""","=""1/2""","=""12s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c39""",
"=""""","=""""",,"=""0.7495987475942""","=""0.992525835600""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""5/2""",E2,"=""""","=""L11759""",
"=""""","=""3.5544e+05""",AAA,"=""0.7495987475942""","=""[0.9925258306]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""0.7495987475942""","=""0.992525830454""","=""2s""","=""2S""","=""1/2""","=""12d""","=""2D""","=""3/2""",E2,"=""""","=""L11759""",
"=""""","=""""",,"=""0.7495987475942""","=""[0.9925258166]""","=""2s""","=""2S""","=""1/2""","=""12s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""""","=""3.5544e+05""",AAA,"=""0.7495987475942""","=""[0.9925258152]""","=""2s""","=""2S""","=""1/2""","=""12p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
"=""8000""","=""2.8337e+04""",AAA,"=""0.74960060""","=""0.992525835""","=""2""","=""""","=""""","=""12""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c40""",
"=""""","=""5.8495e+05""",AAA,"=""0.749601760262""","=""0.992525835600""","=""2p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c41""",
"=""""","=""9.7489e+04""",AAA,"=""0.749601760262""","=""0.992525830454""","=""2p""","=""2P*""","=""3/2""","=""12d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""5.9661e+04""",AAA,"=""0.749601760262""","=""[0.9925258166]""","=""2p""","=""2P*""","=""3/2""","=""12s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""6.3659e+05""",AAA,"=""0.749598426045""","=""[0.99120652679]""","=""2p""","=""2P*""","=""1/2""","=""11d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""3.8791e+04""",AAA,"=""0.749598426045""","=""[0.9912065089]""","=""2p""","=""2P*""","=""1/2""","=""11s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c42""",
"=""""","=""4.6164e+05""",AAA,"=""0.7495987475942""","=""[0.9912065269]""","=""2s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""0.7495987475942""","=""[0.9912065089]""","=""2s""","=""2S""","=""1/2""","=""11s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""""","=""4.6164e+05""",AAA,"=""0.7495987475942""","=""[0.9912065069]""","=""2s""","=""2S""","=""1/2""","=""11p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c43""",
"=""9000""","=""4.3972e+04""",AAA,"=""0.74960060""","=""0.991206536""","=""2""","=""""","=""""","=""11""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""""","=""7.6387e+05""",AAA,"=""0.749601760262""","=""[0.99120653348]""","=""2p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c44""",
"=""""","=""1.2731e+05""",AAA,"=""0.749601760262""","=""[0.99120652679]""","=""2p""","=""2P*""","=""3/2""","=""11d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""7.7590e+04""",AAA,"=""0.749601760262""","=""[0.9912065089]""","=""2p""","=""2P*""","=""3/2""","=""11s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""8.5386e+05""",AAA,"=""0.749598426045""","=""[0.989471928948]""","=""2p""","=""2P*""","=""1/2""","=""10d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""5.1748e+04""",AAA,"=""0.749598426045""","=""[0.9894719050]""","=""2p""","=""2P*""","=""1/2""","=""10s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c45""",
"=""""","=""""",,"=""0.7495987475942""","=""0.989471937841""","=""2s""","=""2S""","=""1/2""","=""10d""","=""2D""","=""5/2""",E2,"=""""","=""L7369u33""",
"=""""","=""6.1475e+05""",AAA,"=""0.7495987475942""","=""[0.9894719291]""","=""2s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""3/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""0.7495987475942""","=""[0.9894719050]""","=""2s""","=""2S""","=""1/2""","=""10s""","=""2S""","=""1/2""",M1,"=""""","=""""",
"=""""","=""6.1476e+05""",AAA,"=""0.7495987475942""","=""[0.9894719024]""","=""2s""","=""2S""","=""1/2""","=""10p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c46""",
"=""17000""","=""7.1225e+04""",AAA,"=""0.74960060""","=""0.989471939""","=""2""","=""""","=""""","=""10""","=""""","=""""",,"=""T8637""","=""L7436c29""",
"=""""","=""1.0246e+06""",AAA,"=""0.749601760262""","=""0.989471937841""","=""2p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""5/2""",,"=""T7771""","=""""",
"=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""c47""",
"=""""","=""1.7076e+05""",AAA,"=""0.749601760262""","=""[0.989471928948]""","=""2p""","=""2P*""","=""3/2""","=""10d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
